solID,operation,target,to,where
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,UMLCloneNode,Printer,Printer_pqsfyzwfzj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,Move_Component_New_Node,New-Component_xjdqgpmhhg,New-Node_lolcsyrzcj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,Move_Component_New_Node,New-Component_xjdqgpmhhg,New-Node_lolcsyrzcj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,UMLCloneNode,Printer,Printer_pqsfyzwfzj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,Move_Component_New_Node,New-Component_xjdqgpmhhg,New-Node_lolcsyrzcj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,Move_Component_New_Node,New-Component_xjdqgpmhhg,New-Node_lolcsyrzcj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,Move_Component_New_Node,New-Component_xjdqgpmhhg,New-Node_lolcsyrzcj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,Move_Component_New_Node,New-Component_xjdqgpmhhg,New-Node_lolcsyrzcj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
0,Move_Operation_Component,scanProduct,PrinterController,
0,Move_Component_New_Node,New-Component_xjdqgpmhhg,New-Node_lolcsyrzcj,
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_xzfsihunfh,New-Node_lgsirmmqbo
0,Move_Operation_New_Component_New_Node,getMeanTimeToDelivery,New-Component_vktuevcvpj,New-Node_gvqiivhouq
